hours_analyzed,total_trips,peak_hour,peak_hour_trips,top_3_hours_share_pct,top_5_hours_share_pct,top_10_hours_share_pct
24,1016954.0,10,74342.0,21.5066758181786,35.567292129240855,68.41735221062113
